age,attrition,business_travel,department,distance_from_home,education,education_field,employee_id,gender,job_level,job_role,marital_status,monthly_income,num_companies_worked,percent_salary_hike,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating,avg_working_hours
20,No,Travel_Rarely,Research & Development,17,4,Medical,3170,Female,1,Sales Representative,Single,22930,1.0,13,2,1.0,3,1,0,0,4.0,2.0,4.0,1,3,7.145572989307299
42,No,Travel_Rarely,Research & Development,28,4,Life Sciences,3171,Female,2,Manufacturing Director,Married,26450,1.0,15,0,10.0,5,10,2,2,3.0,4.0,3.0,3,3,7.480773635477583
43,No,Travel_Rarely,Research & Development,10,5,Technical Degree,3172,Female,2,Sales Executive,Divorced,26830,4.0,11,0,21.0,3,1,0,0,2.0,4.0,2.0,3,3,8.685696202531647
38,No,Travel_Rarely,Human Resources,2,4,Medical,3173,Male,1,Human Resources,Single,20140,3.0,17,1,8.0,5,0,0,0,3.0,1.0,2.0,4,3,6.786083562901744
43,No,Travel_Frequently,Sales,4,3,Medical,3174,Female,2,Healthcare Representative,Divorced,34190,3.0,11,1,10.0,5,8,4,7,4.0,3.0,3.0,3,3,9.060249766573296
48,No,Travel_Rarely,Research & Development,8,1,Medical,3175,Male,2,Laboratory Technician,Married,53760,7.0,13,1,21.0,3,3,0,2,4.0,1.0,1.0,4,3,7.013436474449132
44,No,Travel_Rarely,Sales,29,4,Marketing,3176,Male,2,Sales Executive,Single,19510,4.0,22,3,10.0,4,2,0,2,1.0,3.0,4.0,4,4,6.716417704011065
34,No,Travel_Rarely,Research & Development,13,4,Life Sciences,3177,Female,1,Laboratory Technician,Divorced,23410,1.0,20,2,8.0,3,8,0,6,3.0,3.0,3.0,2,4,8.410260270774977
27,Yes,Travel_Rarely,Sales,27,3,Life Sciences,3178,Male,2,Research Scientist,Divorced,22930,0.0,18,0,5.0,0,4,0,2,3.0,1.0,3.0,3,3,6.512541062801932
21,No,Travel_Rarely,Sales,16,2,Life Sciences,3179,Male,3,Sales Executive,Single,87260,1.0,11,1,3.0,2,3,1,2,3.0,3.0,3.0,1,3,7.165077546296296
44,No,Travel_Rarely,Research & Development,2,2,Life Sciences,3180,Male,1,Laboratory Technician,Married,40110,4.0,14,1,26.0,2,2,0,1,4.0,4.0,4.0,3,3,8.711613865932048
22,No,Travel_Rarely,Research & Development,2,2,Medical,3181,Female,2,Laboratory Technician,Married,195450,0.0,14,0,3.0,3,2,2,2,1.0,3.0,3.0,2,3,5.9946639980591945
33,No,Travel_Rarely,Sales,13,4,Marketing,3182,Female,2,Manufacturing Director,Divorced,45680,0.0,18,1,6.0,2,5,1,2,3.0,3.0,3.0,3,3,7.303262436076244
32,No,Travel_Rarely,Research & Development,1,1,Life Sciences,3183,Female,1,Healthcare Representative,Married,30220,1.0,16,1,6.0,3,6,0,5,1.0,4.0,2.0,3,3,9.408271604938271
30,No,Travel_Frequently,Research & Development,4,5,Technical Degree,3184,Male,3,Manager,Divorced,57720,1.0,17,0,1.0,3,1,0,0,3.0,3.0,3.0,3,3,7.319099859353023
53,No,Travel_Rarely,Research & Development,24,3,Other,3185,Female,3,Manager,Single,22690,7.0,11,1,18.0,2,14,8,10,4.0,1.0,4.0,2,3,7.110381083562902
34,No,Travel_Rarely,Research & Development,1,5,Medical,3186,Male,1,Research Scientist,Married,53810,1.0,12,0,10.0,0,10,8,8,2.0,4.0,2.0,3,3,7.383673724954463
45,Yes,Travel_Frequently,Research & Development,19,4,Life Sciences,3187,Male,3,Research Director,Married,34410,2.0,13,1,5.0,5,1,0,0,1.0,1.0,3.0,3,3,7.603039855072464
26,No,Travel_Rarely,Research & Development,7,2,Life Sciences,3188,Male,1,Manufacturing Director,Married,54540,1.0,13,1,3.0,5,3,0,2,3.0,4.0,3.0,4,3,9.990916305916306
37,No,Travel_Rarely,Research & Development,4,3,Medical,3189,Male,1,Manager,Married,98840,1.0,14,0,10.0,3,10,7,8,3.0,3.0,3.0,2,3,6.228323795898903
29,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3190,Female,1,Healthcare Representative,Married,41570,1.0,17,3,6.0,2,6,1,2,2.0,3.0,2.0,3,3,6.803848547717842
35,No,Travel_Rarely,Research & Development,10,5,Medical,3191,Female,4,Laboratory Technician,Single,134580,1.0,11,0,17.0,3,17,11,8,2.0,4.0,3.0,3,3,6.678400095374344
33,No,Travel_Frequently,Research & Development,8,3,Technical Degree,3192,Male,2,Laboratory Technician,Divorced,90690,3.0,25,1,15.0,3,13,4,7,3.0,4.0,1.0,3,4,7.480845570239842
54,No,Travel_Rarely,Research & Development,5,2,Life Sciences,3193,Female,2,Sales Executive,Married,40140,2.0,19,1,16.0,4,9,7,1,3.0,2.0,4.0,2,3,6.402996376811594
36,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3194,Male,2,Research Scientist,Divorced,59150,2.0,13,1,13.0,3,3,0,2,2.0,2.0,3.0,2,3,10.695917015341703
27,No,Travel_Rarely,Sales,9,3,Marketing,3195,Male,5,Research Director,Single,59930,0.0,14,1,5.0,3,4,1,1,1.0,4.0,3.0,1,3,6.983818015546411
20,Yes,Travel_Rarely,Research & Development,1,3,Life Sciences,3196,Male,5,Sales Representative,Single,61620,1.0,12,3,1.0,2,1,1,1,4.0,3.0,3.0,2,3,8.586739526411659
33,Yes,Travel_Frequently,Research & Development,15,4,Medical,3197,Female,1,Laboratory Technician,Single,24060,1.0,11,0,10.0,3,10,9,7,1.0,1.0,3.0,3,3,10.374517797017797
35,No,Non-Travel,Research & Development,2,1,Medical,3198,Male,1,Research Scientist,Married,187400,1.0,19,1,1.0,2,1,0,0,3.0,3.0,3.0,4,3,6.723173216885007
23,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3199,Male,1,Healthcare Representative,Married,76370,2.0,11,1,5.0,3,3,0,2,1.0,1.0,4.0,3,3,7.078298156234838
25,No,Travel_Rarely,Research & Development,11,3,Medical,3200,Male,2,Manufacturing Director,Married,100960,0.0,11,1,4.0,3,3,1,2,4.0,2.0,3.0,3,3,7.679447975517891
38,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3201,Male,5,Research Scientist,Single,147560,0.0,20,1,8.0,3,7,0,5,4.0,4.0,3.0,2,4,6.811202107279693
29,No,Travel_Frequently,Sales,2,4,Life Sciences,3202,Male,4,Healthcare Representative,Divorced,64990,1.0,18,3,10.0,3,10,2,8,2.0,4.0,3.0,2,3,7.774786324786325
48,No,Travel_Rarely,Research & Development,16,3,Technical Degree,3203,Male,1,Sales Executive,Married,97240,3.0,13,0,12.0,2,2,2,2,2.0,2.0,3.0,4,3,7.108345463367297
27,No,Travel_Frequently,Sales,4,3,Technical Degree,3204,Male,5,Laboratory Technician,Divorced,21940,1.0,12,0,6.0,5,6,0,4,4.0,4.0,3.0,3,3,8.891393596986816
37,No,Travel_Rarely,Research & Development,16,3,Life Sciences,3205,Male,3,Manager,Single,33880,3.0,11,0,4.0,2,1,0,0,4.0,4.0,3.0,4,3,7.5609477124183
50,No,Travel_Rarely,Sales,5,3,Medical,3206,Male,1,Laboratory Technician,Married,54730,1.0,19,1,20.0,2,20,3,8,4.0,3.0,3.0,4,3,9.110238935969868
34,No,Travel_Rarely,Research & Development,18,1,Medical,3207,Male,1,Healthcare Representative,Single,27030,1.0,21,1,9.0,2,8,7,7,4.0,2.0,4.0,3,4,6.781759661835748
24,Yes,Travel_Rarely,Research & Development,17,2,Life Sciences,3208,Female,1,Healthcare Representative,Single,25010,9.0,12,0,4.0,3,2,2,0,1.0,3.0,3.0,1,3,7.514184941520468
39,No,Travel_Rarely,Research & Development,12,5,Medical,3209,Female,1,Sales Representative,Single,62200,1.0,14,2,20.0,2,20,11,10,4.0,3.0,3.0,3,3,6.674282700421942
32,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3210,Male,5,Research Scientist,Single,30380,1.0,11,0,10.0,5,10,0,8,4.0,4.0,2.0,1,3,7.880511254789272
50,Yes,Travel_Frequently,Research & Development,4,2,Medical,3211,Male,4,Sales Representative,Married,44240,3.0,14,1,18.0,2,4,1,3,2.0,3.0,3.0,2,3,8.18686974789916
38,No,Travel_Rarely,Research & Development,9,4,Life Sciences,3212,Male,1,Sales Executive,Single,43120,0.0,12,1,10.0,2,9,1,8,2.0,4.0,2.0,2,3,7.195928362573099
27,No,Travel_Rarely,Research & Development,10,3,Medical,3213,Male,5,Research Scientist,Married,132450,1.0,23,1,9.0,3,9,0,7,3.0,1.0,3.0,2,4,6.4921731321839085
32,No,Travel_Rarely,Sales,1,3,Medical,3214,Male,2,Sales Executive,Single,136640,3.0,14,0,10.0,6,7,7,7,3.0,4.0,3.0,3,3,7.872965399610136
47,No,Travel_Rarely,Research & Development,2,3,Medical,3215,Female,5,Sales Executive,Single,50210,2.0,17,0,20.0,3,7,1,7,4.0,1.0,3.0,3,3,6.696672358834244
40,No,Travel_Frequently,Research & Development,3,4,Medical,3216,Female,3,Human Resources,Married,51260,5.0,18,0,20.0,2,18,1,12,4.0,1.0,3.0,3,3,8.61273776863283
53,No,Travel_Rarely,Research & Development,7,1,Life Sciences,3217,Male,2,Laboratory Technician,Married,28590,3.0,18,1,32.0,2,5,1,3,3.0,3.0,3.0,3,3,6.809521604938272
41,No,Travel_Rarely,Sales,6,3,Medical,3218,Male,1,Sales Executive,Divorced,102390,3.0,24,3,23.0,3,21,12,6,2.0,4.0,2.0,3,4,7.724133986928105
60,No,Travel_Rarely,Research & Development,8,2,Life Sciences,3219,Female,5,Laboratory Technician,Single,53290,8.0,20,0,10.0,3,2,2,2,1.0,1.0,3.0,4,4,6.591772486772487
27,No,Travel_Frequently,Research & Development,29,1,Life Sciences,3220,Male,2,Manufacturing Director,Divorced,43250,1.0,14,0,9.0,2,9,1,7,4.0,1.0,2.0,2,3,7.398501461988304
41,No,Travel_Rarely,Research & Development,3,3,Medical,3221,Male,1,Manufacturing Director,Married,72600,1.0,16,0,22.0,2,22,2,10,4.0,3.0,3.0,3,3,6.2199187853107345
50,No,Travel_Rarely,Sales,9,3,Life Sciences,3222,Male,2,Research Scientist,Married,23220,7.0,25,1,4.0,0,2,2,2,4.0,2.0,3.0,4,4,7.399452789699571
28,Yes,Travel_Rarely,Sales,2,4,Life Sciences,3223,Male,3,Research Scientist,Single,20750,7.0,18,3,10.0,0,7,3,7,1.0,2.0,3.0,2,3,8.102418503213958
36,No,Non-Travel,Research & Development,10,4,Technical Degree,3224,Female,2,Research Scientist,Married,41520,9.0,19,1,10.0,3,8,0,5,1.0,1.0,3.0,3,3,6.0103244631185815
38,No,Travel_Rarely,Research & Development,1,3,Medical,3225,Female,3,Manager,Single,96190,4.0,13,1,10.0,2,1,0,0,3.0,3.0,4.0,3,3,9.792004629629629
44,No,Non-Travel,Research & Development,8,2,Life Sciences,3226,Male,1,Research Scientist,Single,135030,2.0,12,0,9.0,6,5,1,4,1.0,3.0,3.0,2,3,6.090522030651341
47,No,Travel_Frequently,Research & Development,27,3,Life Sciences,3227,Male,1,Research Scientist,Divorced,54410,9.0,22,1,28.0,6,22,11,13,4.0,3.0,2.0,2,4,8.281967213114754
30,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3228,Male,2,Sales Executive,Divorced,52090,7.0,14,1,10.0,3,8,7,7,3.0,4.0,2.0,3,3,7.524912764003672
29,No,Travel_Rarely,Research & Development,1,2,Medical,3229,Female,1,Sales Executive,Single,106730,1.0,13,3,1.0,2,1,0,0,3.0,3.0,3.0,3,3,6.440665053019824
42,Yes,Travel_Frequently,Research & Development,10,1,Life Sciences,3230,Female,1,Sales Executive,Divorced,50100,6.0,21,3,7.0,3,2,2,2,3.0,3.0,3.0,3,4,9.94542497625831
43,No,Travel_Frequently,Research & Development,26,1,Life Sciences,3231,Male,1,Laboratory Technician,Married,135490,3.0,11,2,7.0,3,2,2,2,4.0,4.0,3.0,3,3,7.093515283842795
34,No,Travel_Rarely,Research & Development,2,5,Technical Degree,3232,Male,2,Healthcare Representative,Single,49990,3.0,12,2,10.0,2,5,4,3,2.0,3.0,3.0,4,3,6.403804347826087
23,No,Travel_Rarely,Sales,13,3,Marketing,3233,Male,5,Sales Executive,Married,42210,1.0,11,1,5.0,4,4,0,2,2.0,1.0,4.0,3,3,7.827048762736536
39,No,Travel_Rarely,Sales,2,4,Marketing,3234,Female,4,Healthcare Representative,Married,138720,9.0,12,3,12.0,3,8,3,6,3.0,2.0,1.0,2,3,6.30848981077147
56,No,Travel_Rarely,Research & Development,2,4,Medical,3235,Male,1,Manager,Married,20420,7.0,12,0,30.0,6,10,1,1,3.0,4.0,2.0,3,3,7.119548898071625
40,No,Travel_Rarely,Sales,9,3,Marketing,3236,Male,2,Research Scientist,Single,20730,0.0,14,0,5.0,3,4,2,3,4.0,4.0,2.0,3,3,8.80456675811614
27,No,Travel_Rarely,Research & Development,10,3,Life Sciences,3237,Female,1,Laboratory Technician,Single,29560,8.0,13,0,9.0,6,7,0,7,4.0,1.0,1.0,3,3,7.493230676328502
29,No,Travel_Rarely,Sales,20,3,Marketing,3238,Female,2,Manager,Divorced,29260,1.0,15,1,2.0,3,2,2,2,4.0,2.0,3.0,2,3,7.091451129552789
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,3239,Female,3,Laboratory Technician,Single,48090,2.0,18,0,19.0,2,2,2,2,4.0,4.0,3.0,3,3,6.282684792843691
35,No,Non-Travel,Research & Development,5,1,Medical,3240,Male,1,Healthcare Representative,Divorced,51630,2.0,18,2,16.0,4,1,0,0,4.0,1.0,4.0,3,3,7.127432659932659
32,No,Travel_Frequently,Sales,4,4,Life Sciences,3241,Male,2,Sales Executive,Married,188440,1.0,19,0,10.0,3,10,4,7,1.0,4.0,3.0,1,3,7.783390070921985
38,No,Travel_Rarely,Sales,10,3,Medical,3242,Male,4,Laboratory Technician,Married,181720,6.0,12,2,6.0,5,1,0,1,4.0,3.0,1.0,3,3,10.898861678004534
34,No,Travel_Rarely,Research & Development,20,3,Medical,3243,Female,3,Laboratory Technician,Divorced,57440,3.0,19,1,7.0,4,0,0,0,2.0,1.0,3.0,2,3,6.180956399437412
52,No,Travel_Rarely,Sales,21,5,Technical Degree,3244,Male,3,Manager,Married,28890,1.0,11,1,34.0,2,34,1,16,3.0,1.0,4.0,3,3,5.995623219373219
33,Yes,Travel_Rarely,Research & Development,1,2,Medical,3245,Male,3,Laboratory Technician,Single,28710,1.0,17,3,10.0,2,10,7,8,4.0,4.0,2.0,3,3,10.02339609483961
25,No,Travel_Rarely,Research & Development,8,3,Life Sciences,3246,Male,2,Research Scientist,Single,74840,1.0,15,0,6.0,3,6,1,4,3.0,4.0,2.0,3,3,7.709783950617283
45,No,Travel_Rarely,Sales,2,3,Life Sciences,3247,Male,3,Healthcare Representative,Single,60740,0.0,14,0,9.0,2,8,3,1,2.0,3.0,3.0,3,3,5.9889547413793105
23,No,Travel_Rarely,Research & Development,23,1,Life Sciences,3248,Female,2,Research Scientist,Single,173280,1.0,17,1,2.0,2,2,0,2,1.0,3.0,3.0,1,3,8.017960676726108
47,Yes,Travel_Frequently,Research & Development,4,3,Life Sciences,3249,Male,1,Research Director,Single,27740,4.0,13,1,8.0,2,5,1,3,2.0,3.0,3.0,3,3,10.028770354406129
34,No,Travel_Rarely,Research & Development,12,3,Technical Degree,3250,Male,1,Research Scientist,Single,45050,1.0,12,0,6.0,3,6,1,4,4.0,4.0,3.0,3,3,7.766991898148148
55,Yes,Travel_Rarely,Human Resources,7,3,Human Resources,3251,Male,4,Laboratory Technician,Married,74280,5.0,12,0,24.0,2,5,1,4,4.0,1.0,3.0,3,3,8.032659069325737
36,No,Non-Travel,Research & Development,7,2,Life Sciences,3252,Male,5,Sales Executive,Single,116310,1.0,18,1,10.0,2,10,0,9,1.0,1.0,3.0,1,3,7.417550505050505
52,No,Non-Travel,Research & Development,1,4,Life Sciences,3253,Male,5,Sales Executive,Married,97380,0.0,18,2,5.0,2,4,1,2,4.0,4.0,3.0,3,3,7.197127343392776
26,No,Travel_Frequently,Research & Development,2,2,Life Sciences,3254,Male,1,Manufacturing Director,Divorced,28350,3.0,11,1,5.0,2,2,2,0,1.0,4.0,3.0,3,3,7.121989522417154
29,No,Travel_Rarely,Research & Development,10,2,Medical,3255,Male,3,Manufacturing Director,Married,169590,4.0,14,3,11.0,5,8,1,1,2.0,3.0,2.0,3,3,6.297399758454107
26,Yes,Travel_Rarely,Research & Development,15,2,Life Sciences,3256,Male,2,Laboratory Technician,Single,26130,6.0,19,1,6.0,2,4,1,2,4.0,1.0,2.0,3,3,6.157829936923823
34,No,Travel_Rarely,Research & Development,14,4,Technical Degree,3257,Male,2,Manufacturing Director,Single,61460,2.0,12,0,10.0,3,4,1,3,2.0,4.0,3.0,3,3,6.222678571428571
54,No,Travel_Rarely,Research & Development,18,4,Medical,3258,Female,2,Laboratory Technician,Divorced,49630,9.0,15,1,9.0,2,5,1,4,4.0,1.0,3.0,3,3,8.904882338670548
27,No,Travel_Frequently,Research & Development,13,2,Life Sciences,3259,Female,4,Research Scientist,Married,195370,0.0,12,0,5.0,5,4,1,1,3.0,4.0,3.0,3,3,6.835637115839244
37,No,Travel_Rarely,Sales,2,4,Technical Degree,3260,Male,2,Manufacturing Director,Divorced,61720,0.0,11,0,6.0,1,5,4,3,4.0,1.0,2.0,3,3,9.532072383586907
38,No,Travel_Frequently,Sales,2,4,Life Sciences,3261,Female,2,Research Scientist,Single,23680,6.0,11,1,17.0,3,15,4,12,1.0,1.0,3.0,3,3,10.801050164088139
34,No,Travel_Rarely,Sales,2,3,Marketing,3262,Male,1,Sales Representative,Single,103120,1.0,12,0,6.0,2,6,1,3,3.0,1.0,3.0,3,3,6.855058782849239
35,No,Travel_Rarely,Research & Development,5,4,Medical,3263,Male,3,Manager,Married,16750,1.0,16,0,3.0,6,3,0,2,1.0,4.0,2.0,2,3,7.784760047281324
30,No,Travel_Rarely,Research & Development,20,3,Medical,3264,Male,1,Laboratory Technician,Married,25230,3.0,13,1,7.0,2,2,0,2,4.0,3.0,3.0,3,3,7.160638075313807
40,No,Travel_Frequently,Research & Development,10,4,Medical,3265,Male,2,Manufacturing Director,Married,65670,1.0,13,1,8.0,3,8,3,7,3.0,2.0,3.0,4,3,6.360885565052232
34,No,Travel_Rarely,Research & Development,10,3,Life Sciences,3266,Male,3,Healthcare Representative,Married,47390,5.0,24,2,6.0,2,3,1,2,3.0,1.0,3.0,3,4,7.914244492337165
42,No,Travel_Frequently,Research & Development,9,4,Medical,3267,Male,1,Manufacturing Director,Divorced,92080,1.0,15,1,24.0,2,24,14,9,2.0,4.0,2.0,4,3,7.8034794061302675
23,Yes,Travel_Rarely,Sales,2,3,Medical,3268,Female,4,Manufacturing Director,Married,45590,1.0,18,1,1.0,2,0,0,0,3.0,1.0,3.0,2,3,7.983474499089254
24,No,Non-Travel,Sales,1,5,Marketing,3269,Female,1,Manufacturing Director,Divorced,81890,1.0,14,1,1.0,3,1,0,0,3.0,2.0,3.0,3,3,6.81390056022409
52,No,Travel_Rarely,Research & Development,29,3,Life Sciences,3270,Male,2,Manufacturing Director,Married,29420,8.0,11,1,9.0,1,5,1,4,4.0,3.0,3.0,2,3,6.109673758865248
50,No,Travel_Rarely,Research & Development,8,4,Life Sciences,3271,Male,2,Sales Executive,Married,49410,5.0,11,1,30.0,3,4,0,3,3.0,3.0,3.0,1,3,6.421843765162543
29,Yes,Travel_Rarely,Sales,2,4,Marketing,3272,Female,4,Research Scientist,Married,106500,1.0,13,2,1.0,2,1,0,0,2.0,1.0,3.0,4,3,10.66860992402659
33,No,Travel_Rarely,Research & Development,3,4,Life Sciences,3273,Male,4,Manufacturing Director,Married,59020,0.0,12,1,14.0,2,13,3,7,3.0,3.0,4.0,3,3,7.04480278980279
33,Yes,Travel_Rarely,Research & Development,23,5,Life Sciences,3274,Male,1,Human Resources,Single,86390,5.0,16,2,6.0,3,3,0,2,1.0,1.0,3.0,2,3,7.963464791952446
47,No,Travel_Rarely,Research & Development,6,4,Other,3275,Male,2,Manager,Married,63470,1.0,14,0,26.0,2,26,3,0,3.0,4.0,2.0,4,3,9.543667133520074
36,No,Travel_Rarely,Sales,6,3,Medical,3276,Female,2,Sales Executive,Married,42000,0.0,22,0,10.0,3,9,0,5,3.0,2.0,3.0,3,4,7.685820548582055
29,No,Travel_Rarely,Research & Development,10,3,Other,3277,Male,1,Research Scientist,Married,34520,1.0,11,0,10.0,3,10,0,7,3.0,3.0,3.0,2,3,7.683185990338164
58,Yes,Travel_Rarely,Research & Development,24,3,Other,3278,Female,2,Research Scientist,Single,43170,7.0,17,0,40.0,2,31,13,8,4.0,2.0,3.0,3,3,8.926272749042145
35,No,Travel_Rarely,Sales,10,4,Marketing,3279,Female,1,Research Scientist,Single,26320,3.0,13,3,7.0,3,2,2,2,4.0,3.0,3.0,4,3,7.792069383794274
42,No,Travel_Rarely,Sales,15,1,Marketing,3280,Male,2,Laboratory Technician,Married,46680,9.0,18,2,8.0,2,4,0,2,4.0,4.0,3.0,3,3,10.508887731481481
28,Yes,Travel_Rarely,Research & Development,19,4,Medical,3281,Female,2,Sales Executive,Single,32040,6.0,16,1,5.0,4,2,2,1,3.0,3.0,2.0,2,3,6.249610419548179
36,No,Travel_Rarely,Research & Development,2,3,Life Sciences,3282,Male,2,Healthcare Representative,Married,27200,4.0,14,1,8.0,3,5,0,4,3.0,2.0,3.0,3,3,6.590610200364299
32,No,Travel_Rarely,Research & Development,3,1,Medical,3283,Male,2,Manufacturing Director,Married,171810,1.0,14,0,14.0,2,14,6,8,3.0,3.0,3.0,2,3,7.9963123822975515
40,No,Travel_Frequently,Sales,9,3,Marketing,3284,Male,3,Manufacturing Director,Single,22380,6.0,14,0,10.0,3,1,0,0,1.0,3.0,3.0,3,3,6.904626113455227
30,No,Travel_Rarely,Research & Development,7,3,Technical Degree,3285,Male,2,Research Director,Single,14830,5.0,13,0,12.0,3,0,0,0,3.0,4.0,2.0,3,3,9.370607856810786
45,No,Travel_Rarely,Research & Development,10,4,Life Sciences,3286,Male,1,Research Director,Single,56050,1.0,12,2,1.0,2,1,0,0,2.0,3.0,3.0,3,3,6.59881051175657
42,No,Travel_Rarely,Research & Development,20,2,Medical,3287,Male,2,Sales Representative,Married,72950,1.0,15,0,10.0,3,9,7,8,2.0,2.0,2.0,3,3,7.614132241215574
38,No,Travel_Frequently,Sales,4,3,Medical,3288,Male,2,Research Scientist,Divorced,23060,2.0,19,1,13.0,5,4,1,2,1.0,1.0,2.0,3,3,7.583628618113912
34,No,Travel_Frequently,Research & Development,7,4,Life Sciences,3289,Male,3,Laboratory Technician,Single,23480,1.0,14,1,6.0,3,5,1,3,3.0,4.0,3.0,3,3,6.900036730945822
49,Yes,Travel_Rarely,Sales,7,2,Life Sciences,3290,Female,2,Healthcare Representative,Married,89980,1.0,14,2,9.0,2,9,7,7,3.0,4.0,4.0,4,3,6.285461744639376
55,Yes,Travel_Rarely,Human Resources,16,3,Technical Degree,3291,Male,4,Manufacturing Director,Single,43190,4.0,11,0,12.0,3,9,7,3,3.0,4.0,2.0,4,3,6.378344346549192
43,No,Travel_Rarely,Research & Development,25,2,Medical,3292,Male,2,Healthcare Representative,Married,61320,6.0,13,0,22.0,3,4,1,0,2.0,1.0,3.0,2,3,7.298232738911752
27,No,Travel_Rarely,Sales,2,4,Medical,3293,Male,2,Manager,Divorced,33460,1.0,21,1,9.0,2,9,0,8,3.0,4.0,3.0,2,4,10.484794061302681
35,No,Travel_Rarely,Research & Development,1,3,Medical,3294,Male,1,Research Director,Single,108550,3.0,13,1,17.0,2,8,1,6,3.0,3.0,4.0,3,3,7.007824675324675
28,No,Travel_Rarely,Sales,1,2,Technical Degree,3295,Female,1,Sales Executive,Married,22310,1.0,12,0,8.0,3,8,7,5,2.0,2.0,3.0,2,3,9.899078884078884
34,No,Travel_Rarely,Sales,2,5,Life Sciences,3296,Male,4,Research Scientist,Married,23230,0.0,17,0,4.0,2,3,0,2,3.0,3.0,1.0,3,3,6.877794540229885
26,Yes,Travel_Frequently,Research & Development,22,4,Other,3297,Female,1,Sales Executive,Married,20240,1.0,23,0,8.0,2,8,1,7,3.0,3.0,3.0,3,4,8.024657287157288
27,No,Non-Travel,Sales,1,3,Technical Degree,3298,Female,1,Sales Executive,Married,27130,1.0,11,0,0.0,2,0,0,0,4.0,4.0,2.0,3,3,7.299756944444445
51,No,Travel_Rarely,Sales,16,3,Medical,3299,Male,3,Research Scientist,Married,94390,2.0,15,3,29.0,0,20,4,17,1.0,3.0,2.0,3,3,6.110529770276606
44,No,Travel_Rarely,Sales,24,5,Medical,3300,Female,1,Sales Executive,Single,25660,9.0,11,1,10.0,3,5,2,3,4.0,2.0,2.0,3,3,6.288274231678487
25,No,Travel_Rarely,Research & Development,17,3,Medical,3301,Male,1,Laboratory Technician,Single,199260,7.0,11,3,6.0,5,4,0,1,1.0,1.0,2.0,4,3,6.398666197843413
33,No,Travel_Rarely,Research & Development,8,4,Life Sciences,3302,Male,3,Laboratory Technician,Divorced,24510,1.0,13,1,9.0,3,9,0,8,1.0,1.0,3.0,2,3,5.9922647754137115
35,No,Travel_Rarely,Sales,6,4,Medical,3303,Female,2,Manager,Single,94190,1.0,24,1,6.0,5,6,1,1,3.0,1.0,2.0,2,4,6.9156135265700485
36,No,Travel_Rarely,Sales,10,4,Marketing,3304,Male,3,Manager,Married,86860,1.0,13,0,18.0,2,18,4,11,2.0,4.0,2.0,3,3,9.690696818613485
32,No,Travel_Rarely,Research & Development,3,4,Medical,3305,Female,4,Sales Executive,Divorced,30380,2.0,20,0,8.0,3,5,0,3,2.0,4.0,2.0,3,4,7.827509220839096
30,No,Travel_Frequently,Research & Development,4,5,Medical,3306,Male,5,Sales Representative,Divorced,30580,9.0,14,1,10.0,2,5,0,3,2.0,4.0,2.0,3,3,6.400223192624939
53,No,Travel_Rarely,Sales,6,3,Marketing,3307,Male,4,Sales Executive,Married,23250,7.0,18,1,35.0,1,5,0,4,1.0,4.0,3.0,4,3,10.413876518218624
45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,3308,Male,2,Healthcare Representative,Divorced,20880,4.0,15,3,18.0,2,5,0,2,4.0,1.0,3.0,3,3,8.501261574074073
32,No,Travel_Rarely,Sales,10,3,Marketing,3309,Female,1,Human Resources,Married,30720,5.0,12,0,9.0,4,5,1,3,3.0,3.0,2.0,1,3,6.597560226155359
52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,3310,Male,2,Laboratory Technician,Married,50060,3.0,16,1,31.0,2,9,0,0,3.0,4.0,3.0,3,3,7.587263418079097
37,No,Travel_Rarely,Sales,24,2,Life Sciences,3311,Female,4,Laboratory Technician,Divorced,42570,4.0,15,0,9.0,2,1,0,0,4.0,3.0,3.0,3,3,6.080773979107312
28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,3312,Female,1,Healthcare Representative,Divorced,25000,1.0,16,2,6.0,3,5,0,4,2.0,4.0,3.0,3,3,6.343983918128655
22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,3313,Male,1,Sales Representative,Married,11020,6.0,19,0,4.0,3,2,2,2,4.0,4.0,1.0,2,3,6.520177595628415
44,No,Travel_Rarely,Research & Development,22,3,Medical,3314,Female,1,Laboratory Technician,Married,104530,2.0,11,1,10.0,2,3,0,2,1.0,4.0,2.0,3,3,10.969163292847503
42,No,Travel_Frequently,Sales,13,4,Life Sciences,3315,Female,2,Laboratory Technician,Single,22880,5.0,16,1,8.0,4,2,2,2,2.0,4.0,3.0,2,3,7.9979126325495615
36,No,Travel_Rarely,Research & Development,14,3,Other,3316,Male,2,Research Scientist,Married,39290,0.0,24,0,6.0,6,5,0,3,1.0,1.0,3.0,2,4,7.627617880485528
