age,attrition,business_travel,department,distance_from_home,education,education_field,gender,job_level,job_role,marital_status,monthly_income,num_companies_worked,percent_salary_hike,stock_option_level,total_working_years,training_times_last_year,years_at_company,years_since_last_promotion,years_with_curr_manager,environment_satisfaction,job_satisfaction,work_life_balance,job_involvement,performance_rating
30,No,Travel_Frequently,Research & Development,4,5,Medical,Male,5,Sales Representative,Divorced,30580.0,9.0,14,1,10.0,2,5,0,3,2.0,4.0,2.0,3,3
53,No,Travel_Rarely,Sales,6,3,Marketing,Male,4,Sales Executive,Married,23250.0,7.0,18,1,28.5,1,5,0,4,1.0,4.0,3.0,4,3
45,No,Travel_Rarely,Research & Development,1,5,Technical Degree,Male,2,Healthcare Representative,Divorced,20880.0,4.0,15,3,18.0,2,5,0,2,4.0,1.0,3.0,3,3
32,No,Travel_Rarely,Sales,10,3,Marketing,Female,1,Human Resources,Married,30720.0,5.0,12,0,9.0,4,5,1,3,3.0,3.0,2.0,1,3
52,No,Travel_Frequently,Research & Development,1,1,Life Sciences,Male,2,Laboratory Technician,Married,50060.0,3.0,16,1,28.5,2,9,0,0,3.0,4.0,3.0,3,3
37,No,Travel_Rarely,Sales,24,2,Life Sciences,Female,4,Laboratory Technician,Divorced,42570.0,4.0,15,0,9.0,2,1,0,0,4.0,3.0,3.0,3,3
28,No,Travel_Rarely,Research & Development,21,4,Life Sciences,Female,1,Healthcare Representative,Divorced,25000.0,1.0,16,2,6.0,3,5,0,4,2.0,4.0,3.0,3,3
22,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Sales Representative,Married,11020.0,6.0,19,0,4.0,3,2,2,2,4.0,4.0,1.0,2,3
44,No,Travel_Rarely,Research & Development,22,3,Medical,Female,1,Laboratory Technician,Married,104530.0,2.0,11,1,10.0,2,3,0,2,1.0,4.0,2.0,3,3
42,No,Travel_Frequently,Sales,13,4,Life Sciences,Female,2,Laboratory Technician,Single,22880.0,5.0,16,1,8.0,4,2,2,2,2.0,4.0,3.0,2,3
36,No,Travel_Rarely,Research & Development,14,3,Other,Male,2,Research Scientist,Married,39290.0,0.0,24,0,6.0,6,5,0,3,1.0,1.0,3.0,2,4
25,No,Travel_Rarely,Sales,11,3,Life Sciences,Female,1,Laboratory Technician,Married,23110.0,1.0,11,1,5.0,2,5,0,3,3.0,1.0,3.0,3,3
35,No,Travel_Rarely,Research & Development,9,2,Life Sciences,Female,1,Healthcare Representative,Married,31400.0,1.0,13,1,17.0,2,17,5,15,4.0,3.0,3.0,2,3
35,Yes,Travel_Frequently,Sales,8,2,Marketing,Female,1,Laboratory Technician,Divorced,36900.0,1.0,13,1,10.0,2,10,7,8,4.0,2.0,2.0,4,3
32,No,Non-Travel,Research & Development,21,3,Life Sciences,Male,1,Sales Executive,Divorced,44500.0,0.0,13,0,4.0,3,3,0,2,4.0,4.0,3.0,3,3
25,No,Travel_Rarely,Sales,5,3,Marketing,Female,4,Research Scientist,Married,27560.0,1.0,12,2,5.0,2,5,0,3,3.0,1.0,4.0,3,3
49,No,Travel_Rarely,Sales,9,3,Technical Degree,Female,2,Sales Representative,Married,165835.0,2.0,18,1,7.0,5,4,0,2,3.0,1.0,3.0,3,3
24,No,Non-Travel,Research & Development,2,5,Technical Degree,Male,2,Healthcare Representative,Married,165835.0,0.0,22,1,6.0,3,5,3,4,1.0,4.0,2.0,3,4
32,No,Travel_Frequently,Research & Development,12,5,Medical,Male,1,Research Scientist,Married,95470.0,1.0,13,1,10.0,3,10,5,3,2.0,2.0,3.0,2,3
38,No,Travel_Rarely,Sales,22,2,Medical,Male,1,Sales Executive,Married,137340.0,0.0,13,0,3.0,3,2,1,2,2.0,2.0,3.0,4,3
42,No,Travel_Rarely,Research & Development,18,1,Technical Degree,Female,2,Research Scientist,Married,165835.0,2.0,23,1,17.0,6,5,1,3,3.0,4.0,2.0,3,4
31,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,3,Sales Executive,Married,22790.0,3.0,12,1,8.0,3,6,0,2,4.0,4.0,3.0,3,3
29,Yes,Travel_Rarely,Sales,3,3,Marketing,Male,3,Laboratory Technician,Divorced,59160.0,6.0,12,0,5.0,2,3,0,2,2.0,3.0,3.0,3,3
53,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Male,1,Sales Representative,Married,20890.0,5.0,16,0,28.0,2,2,2,2,1.0,4.0,3.0,2,3
35,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,3,Healthcare Representative,Married,165835.0,3.0,12,1,16.0,3,13,4,8,4.0,2.0,3.0,4,3
37,No,Travel_Frequently,Research & Development,13,4,Life Sciences,Female,3,Human Resources,Married,35640.0,5.0,11,0,10.0,1,5,0,0,3.0,4.0,3.0,1,3
53,No,Travel_Rarely,Research & Development,1,1,Medical,Male,1,Sales Executive,Single,44250.0,6.0,22,1,28.5,2,12,3,8,4.0,4.0,3.0,4,4
43,No,Travel_Frequently,Research & Development,1,3,Medical,Male,1,Laboratory Technician,Married,52650.0,4.0,11,1,12.0,4,5,2,2,4.0,4.0,2.0,3,3
47,No,Travel_Rarely,Sales,15,4,Marketing,Female,3,Research Director,Married,65530.0,0.0,15,0,8.0,2,7,7,7,3.0,4.0,3.0,3,3
37,No,Non-Travel,Research & Development,1,5,Medical,Female,2,Research Scientist,Single,62610.0,1.0,12,0,10.0,1,10,0,9,1.0,2.0,3.0,3,3
50,No,Non-Travel,Research & Development,17,3,Medical,Female,1,Laboratory Technician,Divorced,42980.0,1.0,20,1,28.5,6,31,14,7,1.0,1.0,3.0,3,4
39,No,Travel_Rarely,Research & Development,1,3,Other,Female,3,Human Resources,Married,68040.0,8.0,14,1,13.0,3,5,0,4,4.0,4.0,3.0,2,3
33,No,Travel_Rarely,Sales,7,3,Life Sciences,Male,2,Manufacturing Director,Divorced,38150.0,3.0,11,1,7.0,3,4,0,3,4.0,2.0,4.0,3,3
32,Yes,Travel_Rarely,Research & Development,9,1,Medical,Female,1,Laboratory Technician,Single,27410.0,1.0,15,1,1.0,5,1,0,1,1.0,4.0,1.0,2,3
29,No,Travel_Rarely,Research & Development,5,4,Life Sciences,Female,4,Healthcare Representative,Divorced,66730.0,6.0,12,1,8.0,2,4,0,3,1.0,4.0,3.0,4,3
44,No,Travel_Rarely,Research & Development,26,2,Life Sciences,Male,2,Manufacturing Director,Married,76390.0,1.0,14,0,8.0,6,8,7,1,2.0,1.0,3.0,3,3
28,No,Travel_Rarely,Sales,24,5,Life Sciences,Female,1,Research Scientist,Single,23280.0,1.0,11,2,4.0,3,4,0,2,1.0,4.0,3.0,3,3
58,Yes,Travel_Frequently,Sales,9,2,Technical Degree,Male,1,Sales Executive,Divorced,21530.0,9.0,11,0,3.0,3,1,0,0,4.0,4.0,2.0,3,3
43,No,Travel_Rarely,Sales,7,4,Marketing,Male,2,Sales Executive,Divorced,48760.0,4.0,16,2,4.0,4,1,0,0,1.0,2.0,4.0,3,3
20,Yes,Travel_Rarely,Research & Development,11,3,Medical,Male,2,Sales Executive,Single,93960.0,1.0,12,0,2.0,6,2,0,2,3.0,3.0,2.0,1,3
21,Yes,Travel_Rarely,Research & Development,1,3,Medical,Male,2,Sales Executive,Single,104000.0,1.0,13,1,1.0,2,1,0,0,4.0,4.0,2.0,3,3
36,No,Travel_Rarely,Research & Development,26,4,Medical,Male,1,Laboratory Technician,Married,84740.0,0.0,14,0,17.0,3,16,4,11,3.0,4.0,2.0,3,3
47,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Manufacturing Director,Single,99810.0,1.0,21,1,3.0,3,3,1,2,4.0,4.0,2.0,3,4
22,Yes,Travel_Rarely,Research & Development,15,4,Life Sciences,Female,1,Laboratory Technician,Married,124900.0,0.0,13,0,4.0,3,3,0,2,2.0,3.0,4.0,3,3
41,Yes,Travel_Rarely,Research & Development,23,3,Life Sciences,Female,2,Sales Executive,Divorced,26570.0,4.0,11,0,10.0,3,7,1,0,2.0,4.0,2.0,4,3
28,No,Travel_Rarely,Research & Development,10,3,Life Sciences,Female,3,Manager,Divorced,135910.0,5.0,20,1,6.0,2,2,2,2,3.0,3.0,3.0,3,4
39,Yes,Travel_Rarely,Research & Development,10,4,Life Sciences,Female,4,Human Resources,Married,66960.0,7.0,11,0,8.0,3,2,2,2,4.0,1.0,1.0,3,3
27,No,Travel_Rarely,Research & Development,1,3,Medical,Male,1,Research Scientist,Single,20580.0,1.0,14,1,1.0,5,1,0,0,2.0,3.0,3.0,3,3
34,No,Travel_Rarely,Research & Development,12,2,Technical Degree,Male,2,Human Resources,Divorced,88650.0,1.0,11,1,1.0,0,1,1,0,2.0,2.0,3.0,3,3
42,No,Travel_Rarely,Sales,11,1,Technical Degree,Male,2,Human Resources,Single,59400.0,7.0,16,0,10.0,2,5,0,3,3.0,3.0,3.0,2,3
33,No,Travel_Rarely,Sales,2,3,Marketing,Female,1,Sales Executive,Single,59140.0,3.0,16,1,6.0,4,3,0,2,3.0,1.0,3.0,3,3
58,No,Travel_Rarely,Research & Development,2,4,Life Sciences,Male,1,Research Scientist,Divorced,26220.0,2.0,23,0,24.0,3,6,0,4,3.0,2.0,3.0,3,4
31,No,Travel_Rarely,Sales,1,3,Life Sciences,Female,1,Sales Representative,Married,121850.0,3.0,14,0,13.0,2,7,5,2,2.0,3.0,4.0,3,3
35,No,Travel_Rarely,Research & Development,2,1,Life Sciences,Male,3,Healthcare Representative,Married,106090.0,1.0,22,0,10.0,3,10,0,7,4.0,4.0,1.0,3,4
49,No,Travel_Rarely,Research & Development,25,2,Life Sciences,Female,2,Sales Executive,Married,43450.0,4.0,15,0,28.5,3,26,1,7,1.0,2.0,2.0,2,3
48,No,Travel_Rarely,Research & Development,1,4,Medical,Male,1,Research Scientist,Married,21770.0,4.0,18,0,13.0,4,0,0,0,4.0,3.0,2.0,3,3
31,No,Non-Travel,Research & Development,1,2,Technical Degree,Female,2,Sales Executive,Married,27930.0,1.0,16,0,9.0,4,9,0,0,4.0,3.0,2.0,3,3
36,No,Travel_Rarely,Human Resources,2,4,Technical Degree,Male,1,Sales Executive,Single,79180.0,2.0,12,2,8.0,3,6,0,1,2.0,4.0,3.0,2,3
38,No,Travel_Rarely,Sales,6,3,Other,Male,2,Sales Executive,Married,87890.0,1.0,11,3,15.0,4,15,5,11,4.0,1.0,3.0,3,3
32,No,Non-Travel,Sales,18,3,Marketing,Male,1,Laboratory Technician,Married,23890.0,6.0,12,1,5.0,4,3,0,2,3.0,2.0,3.0,2,3
25,Yes,Travel_Rarely,Research & Development,1,2,Life Sciences,Male,1,Sales Executive,Married,32120.0,1.0,15,1,1.0,3,1,0,0,3.0,2.0,3.0,2,3
40,No,Travel_Rarely,Research & Development,1,4,Medical,Male,2,Research Scientist,Divorced,165835.0,2.0,14,1,11.0,3,1,0,0,1.0,2.0,2.0,3,3
26,No,Travel_Frequently,Sales,11,3,Marketing,Male,2,Healthcare Representative,Single,22670.0,1.0,19,3,7.0,2,7,0,7,3.0,1.0,3.0,2,3
41,No,Travel_Rarely,Research & Development,1,4,Medical,Male,1,Research Scientist,Single,165835.0,2.0,13,0,20.0,5,18,2,17,4.0,1.0,3.0,3,3
36,No,Travel_Rarely,Research & Development,9,3,Life Sciences,Female,2,Healthcare Representative,Single,24360.0,4.0,13,0,16.0,3,11,3,9,3.0,3.0,3.0,1,3
19,Yes,Travel_Rarely,Research & Development,15,3,Life Sciences,Male,2,Research Scientist,Single,160640.0,1.0,15,1,1.0,3,1,0,0,4.0,2.0,4.0,3,3
20,Yes,Travel_Rarely,Research & Development,29,3,Life Sciences,Female,3,Laboratory Technician,Single,27070.0,1.0,11,0,1.0,2,1,0,0,1.0,1.0,3.0,3,3
31,No,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,4,Research Director,Married,165835.0,0.0,12,0,10.0,1,9,8,5,4.0,4.0,1.0,3,3
40,No,Travel_Frequently,Sales,1,3,Marketing,Male,1,Research Scientist,Divorced,39310.0,8.0,19,0,3.0,2,1,0,0,4.0,2.0,3.0,2,3
32,No,Travel_Rarely,Research & Development,24,3,Life Sciences,Male,4,Laboratory Technician,Married,37300.0,1.0,25,1,8.0,4,8,6,3,3.0,1.0,4.0,3,4
36,Yes,Travel_Rarely,Research & Development,10,3,Medical,Male,3,Sales Executive,Married,22320.0,1.0,12,1,16.0,2,16,3,7,3.0,4.0,3.0,3,3
33,No,Travel_Rarely,Research & Development,1,4,Medical,Female,4,Manufacturing Director,Single,44650.0,0.0,13,0,6.0,3,5,1,4,2.0,4.0,3.0,3,3
37,Yes,Travel_Rarely,Sales,10,4,Marketing,Female,3,Human Resources,Married,30720.0,5.0,14,0,17.0,3,14,11,7,1.0,3.0,1.0,2,3
45,No,Non-Travel,Research & Development,8,1,Life Sciences,Male,2,Sales Executive,Married,33190.0,1.0,12,1,9.0,3,9,0,8,3.0,2.0,2.0,3,3
29,No,Travel_Frequently,Research & Development,29,1,Life Sciences,Male,1,Sales Representative,Married,165835.0,1.0,12,0,3.0,5,3,0,2,3.0,4.0,3.0,3,3
35,No,Travel_Rarely,Human Resources,1,3,Human Resources,Male,3,Laboratory Technician,Married,136750.0,1.0,15,3,5.0,5,5,1,0,3.0,3.0,3.0,2,3
52,No,Travel_Rarely,Research & Development,5,4,Other,Male,1,Laboratory Technician,Married,29110.0,2.0,17,2,26.0,3,9,7,8,4.0,4.0,2.0,3,3
58,Yes,Travel_Rarely,Sales,9,2,Medical,Female,4,Sales Executive,Single,59570.0,4.0,14,1,7.0,2,1,0,0,4.0,3.0,3.0,1,3
53,No,Travel_Rarely,Research & Development,9,3,Technical Degree,Male,1,Manager,Divorced,39200.0,6.0,16,1,22.0,3,17,15,2,3.0,3.0,4.0,3,3
30,No,Travel_Rarely,Sales,3,4,Marketing,Male,1,Sales Executive,Divorced,64340.0,5.0,14,1,10.0,3,8,7,7,3.0,3.0,4.0,2,3
38,No,Non-Travel,Sales,4,3,Life Sciences,Male,2,Research Director,Single,100480.0,1.0,23,1,6.0,2,5,1,3,3.0,4.0,3.0,3,4
35,No,Travel_Rarely,Sales,1,2,Life Sciences,Female,2,Healthcare Representative,Divorced,109380.0,6.0,14,2,12.0,2,10,0,8,4.0,4.0,3.0,1,3
39,No,Travel_Rarely,Sales,1,1,Marketing,Male,2,Research Scientist,Single,23400.0,0.0,11,1,9.0,2,8,0,7,3.0,3.0,3.0,2,3
40,Yes,Non-Travel,Research & Development,2,4,Life Sciences,Male,1,Human Resources,Single,65450.0,4.0,15,0,22.0,2,1,0,0,2.0,2.0,2.0,3,3
47,No,Travel_Frequently,Research & Development,7,4,Life Sciences,Male,3,Sales Executive,Divorced,69310.0,1.0,11,0,20.0,3,19,2,7,3.0,3.0,4.0,3,3
36,No,Non-Travel,Sales,28,1,Life Sciences,Male,2,Research Scientist,Divorced,48980.0,4.0,13,1,12.0,3,7,0,7,1.0,4.0,3.0,3,3
31,Yes,Non-Travel,Research & Development,28,4,Medical,Male,2,Research Scientist,Single,25930.0,0.0,21,0,4.0,2,3,1,2,3.0,1.0,3.0,3,4
33,No,Non-Travel,Sales,15,3,Other,Male,4,Research Director,Single,165835.0,1.0,19,2,10.0,4,10,6,0,4.0,3.0,3.0,3,3
29,Yes,Travel_Rarely,Human Resources,3,5,Life Sciences,Male,1,Sales Executive,Single,27230.0,6.0,11,1,3.0,2,0,0,0,4.0,1.0,3.0,2,3
33,No,Travel_Rarely,Research & Development,2,2,Technical Degree,Male,2,Laboratory Technician,Single,34790.0,3.0,12,0,5.0,3,3,0,2,2.0,4.0,3.0,3,3
45,No,Travel_Rarely,Research & Development,26,1,Medical,Female,3,Healthcare Representative,Divorced,27940.0,3.0,19,1,8.0,2,5,0,2,4.0,4.0,3.0,3,3
50,No,Travel_Rarely,Sales,10,1,Life Sciences,Female,1,Manufacturing Director,Divorced,52490.0,9.0,21,2,28.5,2,5,1,3,4.0,4.0,2.0,2,4
33,No,Travel_Frequently,Sales,1,3,Marketing,Male,2,Human Resources,Married,21760.0,1.0,14,1,6.0,2,6,1,2,3.0,2.0,3.0,2,3
41,No,Travel_Frequently,Sales,11,3,Other,Male,1,Laboratory Technician,Divorced,165835.0,2.0,15,1,21.0,2,18,0,11,1.0,3.0,4.0,3,3
27,No,Travel_Rarely,Research & Development,20,4,Other,Male,2,Manufacturing Director,Married,34850.0,9.0,17,2,4.0,2,2,2,2,3.0,2.0,3.0,3,3
45,No,Non-Travel,Sales,2,3,Medical,Female,1,Sales Executive,Married,66440.0,1.0,12,0,9.0,3,9,0,8,4.0,1.0,3.0,4,3
47,No,Travel_Rarely,Sales,18,4,Medical,Female,2,Research Scientist,Single,55820.0,1.0,16,0,9.0,3,9,0,7,4.0,4.0,3.0,3,3
30,Yes,Travel_Rarely,Sales,2,3,Life Sciences,Male,2,Healthcare Representative,Married,40000.0,4.0,12,0,7.0,5,5,0,1,1.0,3.0,3.0,2,3
50,No,Travel_Rarely,Research & Development,1,3,Technical Degree,Female,2,Sales Executive,Married,134960.0,3.0,18,1,22.0,3,12,1,5,4.0,3.0,3.0,3,3
38,No,Travel_Frequently,Research & Development,13,3,Technical Degree,Male,1,Manufacturing Director,Married,32100.0,0.0,17,2,3.0,5,2,0,2,3.0,3.0,2.0,2,3
46,No,Travel_Rarely,Research & Development,28,3,Medical,Female,3,Human Resources,Divorced,165835.0,6.0,11,3,13.0,2,8,0,7,4.0,3.0,3.0,3,3
24,No,Travel_Rarely,Sales,28,3,Life Sciences,Female,1,Healthcare Representative,Divorced,118490.0,1.0,16,1,5.0,3,4,3,2,4.0,3.0,3.0,3,3
35,Yes,Travel_Rarely,Sales,24,3,Medical,Male,3,Healthcare Representative,Divorced,20700.0,1.0,13,3,5.0,1,4,0,2,3.0,2.0,1.0,2,3
31,No,Travel_Frequently,Research & Development,5,2,Technical Degree,Male,2,Sales Executive,Married,65020.0,1.0,12,0,4.0,3,4,0,3,3.0,1.0,3.0,3,3
18,No,Non-Travel,Sales,5,4,Other,Male,2,Manager,Single,32300.0,1.0,12,1,0.0,3,0,0,0,2.0,4.0,3.0,3,3
54,No,Travel_Rarely,Sales,23,3,Medical,Female,1,Laboratory Technician,Married,136030.0,8.0,13,1,22.0,2,10,0,8,3.0,3.0,3.0,3,3
35,No,Travel_Rarely,Research & Development,6,4,Medical,Female,1,Manufacturing Director,Divorced,119960.0,1.0,19,2,16.0,3,16,10,1,3.0,3.0,2.0,3,3
30,No,Travel_Rarely,Research & Development,4,3,Life Sciences,Female,5,Healthcare Representative,Married,56050.0,0.0,12,1,9.0,0,8,1,7,2.0,1.0,2.0,2,3
20,Yes,Travel_Rarely,Research & Development,2,2,Life Sciences,Female,2,Research Scientist,Single,63970.0,1.0,17,1,1.0,3,1,0,0,4.0,1.0,3.0,3,3
30,Yes,Travel_Frequently,Research & Development,8,4,Medical,Male,1,Sales Executive,Single,165835.0,0.0,11,0,4.0,3,3,1,2,2.0,2.0,3.0,3,3
26,No,Travel_Rarely,Sales,1,3,Marketing,Female,2,Research Scientist,Married,165835.0,1.0,20,0,8.0,2,8,1,3,4.0,4.0,3.0,3,4
22,No,Travel_Rarely,Research & Development,8,3,Other,Male,2,Sales Representative,Married,49070.0,1.0,21,1,4.0,2,4,1,1,2.0,1.0,2.0,3,4
48,No,Travel_Rarely,Human Resources,2,4,Medical,Male,2,Sales Executive,Single,45540.0,2.0,11,2,19.0,3,2,2,2,1.0,3.0,3.0,3,3
48,No,Travel_Rarely,Sales,3,3,Medical,Male,1,Research Director,Single,54150.0,7.0,11,1,27.0,1,15,4,8,3.0,3.0,3.0,3,3
41,No,Travel_Rarely,Research & Development,2,3,Life Sciences,Male,2,Research Scientist,Single,47410.0,6.0,16,0,8.0,3,2,2,1,4.0,3.0,3.0,3,3
39,No,Travel_Rarely,Sales,2,3,Life Sciences,Male,3,Human Resources,Married,21150.0,1.0,18,0,21.0,3,21,11,8,4.0,4.0,3.0,4,3
27,No,Travel_Rarely,Research & Development,3,3,Life Sciences,Male,2,Human Resources,Married,31610.0,0.0,13,2,4.0,0,3,2,2,1.0,4.0,3.0,3,3
35,No,Travel_Rarely,Sales,24,3,Medical,Male,5,Sales Executive,Divorced,57450.0,1.0,17,3,3.0,4,3,1,2,2.0,4.0,2.0,3,3
42,No,Travel_Rarely,Research & Development,23,4,Other,Male,1,Research Scientist,Married,23730.0,6.0,14,1,21.0,3,1,0,0,4.0,3.0,4.0,4,3
50,No,Travel_Rarely,Sales,27,3,Medical,Male,2,Sales Executive,Married,33100.0,4.0,22,1,8.0,3,1,0,0,1.0,4.0,3.0,4,4
59,No,Travel_Rarely,Research & Development,16,4,Medical,Female,5,Laboratory Technician,Single,165835.0,3.0,12,0,28.5,3,5,4,3,3.0,4.0,3.0,2,3
37,Yes,Travel_Rarely,Sales,15,3,Marketing,Male,2,Laboratory Technician,Married,44850.0,5.0,11,1,15.0,2,1,0,0,1.0,2.0,1.0,4,3
55,No,Travel_Frequently,Research & Development,26,2,Life Sciences,Female,2,Sales Executive,Married,27890.0,3.0,13,1,17.0,2,8,6,7,3.0,2.0,3.0,2,3
41,No,Non-Travel,Research & Development,19,1,Life Sciences,Male,2,Research Scientist,Divorced,58280.0,1.0,13,0,21.0,0,21,5,10,2.0,3.0,3.0,3,3
38,No,Travel_Rarely,Research & Development,24,2,Other,Female,1,Laboratory Technician,Single,23260.0,8.0,14,0,19.0,3,1,0,0,2.0,4.0,3.0,4,3
26,Yes,Non-Travel,Research & Development,21,1,Life Sciences,Female,1,Manufacturing Director,Single,135250.0,8.0,17,1,7.0,4,2,2,2,2.0,1.0,3.0,2,3
52,Yes,Travel_Rarely,Research & Development,5,4,Medical,Female,4,Human Resources,Married,14200.0,1.0,13,1,28.5,2,32,6,9,1.0,4.0,3.0,4,3
44,No,Travel_Rarely,Research & Development,16,3,Life Sciences,Female,1,Healthcare Representative,Married,80200.0,3.0,11,1,23.0,2,12,11,11,4.0,4.0,3.0,3,3
50,No,Non-Travel,Human Resources,2,2,Life Sciences,Male,1,Laboratory Technician,Married,36880.0,0.0,11,0,19.0,3,18,0,13,4.0,3.0,3.0,2,3
36,Yes,Travel_Rarely,Sales,2,4,Technical Degree,Male,4,Sales Executive,Single,54820.0,1.0,18,0,18.0,3,17,15,14,3.0,1.0,3.0,3,3
39,No,Travel_Frequently,Sales,11,3,Marketing,Male,1,Sales Executive,Single,160150.0,1.0,11,0,21.0,3,21,2,8,4.0,1.0,3.0,4,3
33,No,Non-Travel,Sales,9,2,Technical Degree,Male,5,Sales Representative,Single,12000.0,0.0,11,1,3.0,3,2,2,2,2.0,4.0,2.0,3,3
45,No,Travel_Rarely,Research & Development,7,2,Other,Male,1,Human Resources,Married,56610.0,3.0,12,0,26.0,2,9,1,1,4.0,4.0,4.0,2,3
32,No,Non-Travel,Research & Development,15,3,Medical,Male,2,Manager,Single,69290.0,9.0,20,0,10.0,6,8,7,7,4.0,3.0,3.0,1,4
34,No,Travel_Rarely,Sales,6,4,Marketing,Male,2,Research Director,Divorced,96130.0,0.0,12,1,16.0,5,15,0,9,2.0,4.0,2.0,2,3
59,No,Travel_Rarely,Research & Development,5,3,Life Sciences,Male,2,Research Scientist,Married,56740.0,3.0,12,0,14.0,6,6,0,4,2.0,4.0,1.0,3,3
45,No,Travel_Rarely,Research & Development,16,1,Medical,Male,2,Sales Executive,Single,54840.0,1.0,20,3,6.0,6,6,0,4,2.0,2.0,3.0,3,4
53,No,Travel_Frequently,Sales,8,2,Medical,Male,2,Research Scientist,Married,120610.0,2.0,20,1,28.5,2,15,6,12,3.0,2.0,3.0,4,4
36,Yes,Travel_Rarely,Research & Development,7,2,Life Sciences,Female,1,Research Scientist,Divorced,56600.0,7.0,12,0,9.0,3,1,0,0,1.0,3.0,2.0,3,3
26,Yes,Travel_Frequently,Sales,2,3,Life Sciences,Male,2,Research Scientist,Married,48210.0,6.0,14,2,6.0,2,3,1,2,1.0,1.0,3.0,3,3
34,No,Travel_Rarely,Research & Development,2,2,Life Sciences,Male,1,Sales Representative,Married,64100.0,1.0,13,1,1.0,5,1,0,0,3.0,3.0,3.0,2,3
28,No,Travel_Rarely,Research & Development,10,3,Other,Male,2,Sales Representative,Married,52100.0,1.0,15,0,1.0,1,1,0,0,4.0,2.0,3.0,4,3
38,No,Travel_Frequently,Sales,9,4,Medical,Male,2,Research Scientist,Married,26950.0,3.0,14,1,8.0,4,2,2,2,3.0,3.0,3.0,1,3
50,No,Travel_Rarely,Research & Development,5,4,Life Sciences,Male,1,Sales Executive,Married,118780.0,2.0,13,1,28.5,2,8,7,7,2.0,3.0,2.0,3,3
37,No,Travel_Rarely,Research & Development,1,3,Life Sciences,Male,1,Laboratory Technician,Single,165835.0,3.0,23,0,8.0,6,4,0,1,4.0,2.0,2.0,3,4
40,No,Travel_Rarely,Human Resources,2,3,Medical,Male,5,Sales Executive,Married,24550.0,1.0,15,1,8.0,2,7,7,5,3.0,1.0,2.0,3,3
26,No,Travel_Frequently,Research & Development,3,3,Medical,Male,2,Laboratory Technician,Divorced,139640.0,1.0,11,2,5.0,1,5,1,3,1.0,3.0,3.0,2,3
46,No,Travel_Rarely,Research & Development,2,1,Medical,Female,3,Research Scientist,Divorced,49410.0,9.0,13,2,23.0,2,2,2,2,4.0,4.0,3.0,2,3
54,No,Travel_Rarely,Research & Development,5,3,Medical,Female,2,Manufacturing Director,Married,24780.0,6.0,11,0,13.0,0,9,7,0,3.0,3.0,3.0,3,3
56,No,Travel_Frequently,Research & Development,1,2,Life Sciences,Female,2,Manufacturing Director,Married,52280.0,2.0,11,0,18.0,4,5,0,3,1.0,3.0,3.0,3,3
36,No,Travel_Rarely,Research & Development,4,2,Life Sciences,Female,2,Human Resources,Single,44780.0,0.0,18,1,15.0,3,14,7,8,4.0,4.0,2.0,3,3
55,No,Non-Travel,Research & Development,2,3,Medical,Female,2,Manager,Single,75470.0,7.0,16,0,28.5,2,9,6,2,3.0,1.0,4.0,2,3
43,No,Travel_Rarely,Sales,25,2,Life Sciences,Male,3,Research Scientist,Divorced,50550.0,5.0,22,0,18.0,2,1,0,0,3.0,4.0,3.0,2,4
20,Yes,Travel_Frequently,Sales,8,3,Marketing,Male,3,Sales Executive,Single,34640.0,1.0,20,0,2.0,3,2,0,2,4.0,4.0,3.0,2,4
21,Yes,Travel_Rarely,Research & Development,1,4,Life Sciences,Male,1,Manager,Single,57750.0,1.0,18,0,1.0,2,1,1,0,3.0,1.0,2.0,3,3
46,No,Travel_Rarely,Sales,12,3,Marketing,Female,3,Healthcare Representative,Divorced,89430.0,8.0,12,1,19.0,6,16,1,7,4.0,1.0,3.0,3,3
51,Yes,Travel_Rarely,Sales,23,3,Medical,Female,2,Research Scientist,Married,165835.0,9.0,20,0,18.0,2,10,2,7,1.0,3.0,4.0,3,4
28,Yes,Non-Travel,Research & Development,19,4,Life Sciences,Female,4,Laboratory Technician,Single,52380.0,1.0,17,1,10.0,4,10,1,9,2.0,1.0,2.0,2,3
26,No,Travel_Rarely,Research & Development,5,4,Medical,Female,2,Sales Executive,Married,46820.0,1.0,11,1,6.0,3,5,1,3,1.0,1.0,3.0,1,3
30,No,Travel_Rarely,Research & Development,8,3,Medical,Female,1,Sales Executive,Married,165835.0,0.0,14,0,7.0,6,6,0,2,3.0,1.0,2.0,3,3
41,No,Travel_Rarely,Sales,1,4,Life Sciences,Female,1,Research Director,Married,52570.0,1.0,14,0,10.0,2,10,0,8,2.0,3.0,3.0,4,3
38,No,Travel_Rarely,Research & Development,5,3,Technical Degree,Male,1,Sales Executive,Married,63490.0,0.0,11,0,20.0,3,19,1,9,3.0,3.0,2.0,3,3
40,No,Travel_Rarely,Sales,1,4,Marketing,Male,1,Sales Executive,Married,48690.0,4.0,12,0,14.0,2,11,11,1,1.0,4.0,3.0,3,3
